,Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
4580,TGR,exact,S,33.0678,6.08867,22.0,61.412668012828135
4581,Hara,exact,L,-0.40611,39.57625,17.0,121.93007211687866
4582,Desventuradas Islands,exact,T,-26.33188,-79.9894,12.0,52.199053036119864
4583,South Eastern Nigeria,South,L,33.45876,-90.15081,3.0,32.7089856377989
4584,Severnaya Dvina River,Severnaya,P,56.0653,65.0164,3.0,56.8100109295641
4585,St. Ante Channel,Sète,P,43.4028,3.69278,22.0,18.946867440890053
4586,Amorphognathus tvaerensis Zone,Zone,L,42.66679,-81.91648,3.0,38.81540187060542
4587,Ojo,exact,A,6.46508,3.14827,5.0,39.05403738103346
4588,Penaga,exact,P,5.52719,100.3841,17.0,13.179342088110582
4589,Sāmoa,exact,A,-13.8,-172.13333,12.0,51.79332565558927
4590,Cape Boujdor,Cope,L,-39.07665,-72.66747,13.0,49.23128961361616
4591,South Island,exact,T,-43.0,171.0,13.0,68.78173352483822
4592,Baja California Sur,exact,A,25.83333,-111.83333,9.0,49.89823685571735
4593,Southern Pacific Ocean,exact,H,-45.0,-130.0,12.0,67.99327454135909
4594,Central Asia,exact,L,43.00465,71.71875,3.0,57.859359558360865
4595,Karkarq,exact,T,40.44452,44.14728,3.0,30.46704858241749
4596,Atlantic mackerel,Atlantic,P,43.5827,-65.34141,3.0,15.746823059337036
4597,Petit-Bourg,exact,P,16.19163,-61.5914,2.0,35.649085978251684
4598,Laysan Island,exact,T,25.77083,-171.7375,8.0,38.38993491578875
4599,Dagu River Basin,Ḏāgū,L,34.26413,70.32801,15.0,30.61033434018678
4600,Marsa Matruh,exact,P,31.3529,27.23725,22.0,29.817499449135546
4601,Cabrera Island,exact,T,14.92409,120.04253,9.0,68.15008767206574
4602,German Bight,German,A,54.22317,-4.6291,3.0,31.89825417956057
4603,Kune-Vain Nature Reserve,exact,L,41.75,19.56498,22.0,28.318562884956627
4604,DES,exact,L,45.09194,18.88861,22.0,54.61474524470566
4605,Duerji,exact,T,31.99056,101.1522,9.0,63.69502728999282
4606,Tsushima Strait,exact,H,33.7313,128.0703,9.0,47.378629255058094
4607,Manta Trawls,Manta,P,-0.96212,-80.71271,11.0,64.31444016674354
4608,Tiruchirappalli,exact,P,10.8155,78.69651,15.0,41.132431924768404
4609,Cape Cod,exact,T,41.6862,-70.24308,3.0,29.75164372487238
4610,Kiel Fjord,exact,H,54.37339,10.1764,24.0,25.22228294639386
4611,Taihu,exact,P,31.29353,120.41066,9.0,24.474319206110543
4612,South Indian,South,L,33.45876,-90.15081,3.0,32.7089856377989
4613,Central Atlantic Ocean,Central,L,55.75383,37.6224,3.0,29.251884154669053
4614,Ligurian Tyrrhenian Seas,Liguria,A,44.5,8.83333,22.0,26.436327776061475
4615,Firth Clyde,exact,H,55.66667,-5.0,3.0,36.48191124263853
4616,Cilacap Bay,Cilacap,P,-7.72639,109.00944,11.0,59.64001629275166
4617,Bahía Manzanillo,exact,H,13.31667,-81.38333,3.0,23.975291130641345
4618,İskenderun Bay,exact,H,36.57982,35.83,22.0,30.788792203564476
4619,Lake Candia,exact,H,-24.63333,150.98334,13.0,51.07872158258026
4620,Iqaluit,exact,P,63.74697,-68.51727,3.0,27.475059691296142
4621,Keelung River,exact,H,25.11183,121.46591,9.0,43.29835827482135
4622,Pantai Sederhana Village,Pantai,A,5.64084,102.73417,11.0,30.27990827102369
4623,Ventura County,exact,A,34.35753,-119.12603,9.0,37.78108813384512
4624,Patos-Mirim System,System,S,50.089,19.959,3.0,56.13985147545746
4625,West Coast,exact,L,39.28,-155.26,8.0,31.997035722984943
4626,St. Barthélemy,exact,P,46.63485,6.60206,22.0,16.903026611668007
4627,Central Europe,exact,L,50.28762,15.1903,3.0,32.24383262843636
4628,Granada,exact,P,11.92988,-85.95602,9.0,68.92083384915149
4629,Western Harbor,exact,H,33.48217,129.95055,9.0,41.82802283509966
4630,Martil,exact,P,35.61662,-5.27522,3.0,24.116589033894225
4631,Pole,exact,L,41.24662,22.5007,22.0,28.174631058939813
4632,Costa Rica,exact,A,10.0,-84.0,9.0,78.00165893314876
4633,Regência Beach,exact,S,36.39303,10.56189,22.0,13.119648830154677
4634,River Sharavathi,River,P,13.14224,-59.43953,2.0,40.31559148904175
4635,Bay Calvi,Bay,A,3.0,43.5,17.0,55.59746332227936
4636,Baturusa River,exact,H,2.58333,-59.41667,5.0,13.097479031835391
4637,Postojna–Planina Cave System,Cave,A,18.21019,-78.0407,2.0,58.20776859126318
4638,Puerto Rico,exact,T,18.2494,-66.50101,2.0,27.865652443593145
4639,Cauvery River,exact,H,11.13659,79.85782,15.0,56.169386542050205
4640,Mid-Atlantic Bight,Mid-Atlantic,L,40.58629,-76.28807,3.0,20.316370099219856
4641,Savanna,exact,P,32.08354,-81.09983,3.0,59.66003848104241
4642,Port Blair,exact,P,11.66613,92.74635,14.0,32.57854631987279
4643,Australia,exact,A,-25.0,135.0,13.0,74.96446417984086
4644,Yanchang Formation,Yanchang,P,39.19424,122.07535,9.0,49.89272594338575
4645,Irish Sea Basin,Irish,L,49.65021,-83.98316,3.0,38.634872991375644
4646,Tonglu,exact,P,39.37107,113.55657,9.0,15.137166193879322
4647,Teluk Kemang,exact,H,2.4605,101.85,11.0,39.129056321598924
4648,East Indian Ocean,East,A,28.66242,77.29122,15.0,27.23550487507965
4649,El Besòs,exact,H,41.4332,2.211,22.0,25.199902068809802
4650,Šventoji Beach,Šventoji,P,56.0261,21.08411,24.0,58.62084622698518
4651,Nusa Penida Marine Protected Area,Nusa,T,-18.7107,32.8186,19.0,40.94145923298151
4652,Kuala Juru,exact,H,5.33763,100.40232,17.0,21.04503235876818
4653,Marmara,exact,P,38.8035,22.1069,22.0,48.001810182233825
4654,Espírito Santo coast,Espiritu,L,-4.05,-79.78333,11.0,59.08306591575808
4655,Central Mediterranean,Central,L,55.75383,37.6224,3.0,29.251884154669053
4656,North Atlantic Ocean,exact,H,40.0,-40.0,4.0,0.0002685175718629059
4657,San Teodoro lagoon,San,P,11.85,-3.26667,3.0,46.478054757500985
4658,Ganjiang,exact,P,29.69642,103.63003,9.0,25.200780140560752
4659,Castro,exact,A,-24.8304,-49.85535,7.0,51.37235123754808
4660,Ganzhou Section,Ganzhou,P,25.84664,114.9326,9.0,58.010842212812484
4661,Durrës Bay,exact,H,41.26667,19.46667,22.0,26.093700666576517
4662,Sea Korea,Cea,P,42.46278,-5.01152,3.0,40.271411284552556
4663,Mytilene,exact,P,39.10772,26.55529,22.0,43.87819782197098
4664,Serbia,exact,A,44.81892,20.45998,22.0,35.603267624582536
4665,Republic Marshall Islands,Republic,P,39.96258,-79.87671,17.0,32.365596699316455
4666,Tri Trang Beaches,exact,S,7.88451,98.27271,17.0,49.55139713848114
4667,Qinghai–Tibet Plateau,Plateau,A,7.16667,2.58333,5.0,38.18693868480857
4668,San Cristobal island,exact,T,-0.82532,-89.42442,10.0,75.49005642284082
4669,Rapa Nui,exact,T,-27.11667,-109.36667,12.0,44.61356607355356
4670,South China Sea,exact,H,15.0,115.0,8.0,77.25460981329987
4671,Polar,exact,L,33.35939,75.90222,15.0,40.46799161818664
4672,Ho-Chi-Minh city,exact,P,10.82302,106.62965,9.0,38.61133353214344
4673,Gulf Aqaba,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
4674,Panguil Bay,exact,H,8.0184,123.7246,11.0,58.97970469233262
4675,Sengarang Besar,Senggarang,T,0.96806,104.41667,11.0,59.87005623262252
4676,Antarctica,exact,L,-78.15856,16.40626,20.0,38.02488817819223
4677,Bantul,exact,P,-7.88806,110.32889,11.0,47.090003864604085
4678,Timor Sea,exact,H,-11.5,127.0,19.0,54.481320952355624
4679,West Mediterranean Sea,West,L,51.52604,-131.16073,8.0,23.65557562248955
4680,Parangipettai,exact,P,11.49117,79.76053,15.0,28.405458836337456
4681,Wonorejo coast,Wonorejo,P,-7.93437,113.05178,11.0,69.08013732927672
4682,Negombo,exact,P,7.2083,79.8358,17.0,49.2284352785654
4683,Botswana,exact,A,-22.0,24.0,19.0,75.75582882509174
4684,Little Lake,exact,H,36.64717,-118.70427,9.0,24.50595758201489
4685,Bourne Stream,exact,H,-42.66667,173.1,13.0,37.62911104406521
4686,"White, Barents",White,L,49.9,-95.08378,3.0,53.612863783243114
4687,Chubut Province,exact,A,-44.0,-69.0,7.0,68.38882046598631
4688,Li'an bay,exact,H,-42.08078,148.2019,19.0,52.67080187590038
4689,San Blas,exact,A,21.57629,-105.3233,9.0,20.148969210997542
4690,Han River,exact,P,36.09153,-79.36419,3.0,47.02229438441681
4691,Bahía Blanca estuary,Bahia,A,-12.0,-42.0,7.0,77.73657611017677
4692,Punta del Diablo,exact,P,-34.04583,-53.5405,7.0,50.63832906257424
4693,Helgoland,exact,T,54.18213,7.88458,3.0,43.25231850646856
4694,Southeastern Arabian Sea,South Easter,U,45.05016,-61.58184,3.0,50.428179497781684
4695,Mariana Trough,exact,U,15.175,144.57,8.0,36.909709805718954
4696,Dong River,exact,H,56.41659,-120.65296,9.0,13.203832573366217
4697,Los Gigantes,exact,H,20.95367,-103.03948,9.0,69.559501509774
4698,Eurasian Arctic,Arctic,L,75.58494,-43.94531,21.0,15.557355663974803
4699,Yaeyama islands,Yaeyama-gun,A,24.33504,123.76062,9.0,32.136583054726515
4700,Cape Spartel,exact,T,35.79206,-5.92475,3.0,50.27654103796348
4701,Krossfjord,exact,H,69.76907,29.93169,21.0,34.266629970081
4702,Psili Ammos,exact,P,37.70898,27.01737,22.0,48.45226104197737
4703,Fethiye Inner Bay,Fethiye,A,36.65483,29.12682,22.0,37.507820004720536
4704,Wadi el Gemal,exact,H,29.19357,31.51766,26.0,34.11642816228889
4705,Akkopru,exact,P,39.94608,32.8411,10.0,29.67836074404379
4706,Wadden sea,exact,H,53.57911,6.95262,3.0,31.175642560453834
4707,Angke River,exact,H,-6.26611,106.675,11.0,32.409261526877174
4708,Orange-Vaal River,Orange Oval,L,40.75927,-74.20209,3.0,38.251571208743805
4709,Teddington,exact,P,52.0,-2.05,3.0,63.478172257742884
4710,Torres Strait,exact,H,-10.28214,142.15887,11.0,44.484471867001915
4711,Adyar River,exact,H,13.01339,80.27712,15.0,59.24219724340415
4712,Cuastecomates,exact,P,19.22944,-104.72917,9.0,38.51058734710847
4713,Faroe Islands,exact,T,61.98285,-6.88293,21.0,57.3501846814223
4714,Cantabrian Sea,exact,H,44.95119,-4.40826,3.0,50.69083281393014
4715,Salento,exact,A,4.63643,-75.5674,11.0,16.910070910251157
4716,Chengdu city,exact,A,37.01791,127.87713,9.0,63.147123296954604
4717,Canadian Arctic,Canadian,P,35.17732,-95.65527,3.0,38.5455750605202
4718,Beijing,exact,P,39.9075,116.39723,5.0,13.51029067352215
4719,Kauai,exact,A,22.01108,-159.70544,8.0,58.3316701157617
4720,Sri Lanka,exact,A,7.75,80.75,17.0,39.139903330982634
4721,Hadera,exact,P,32.44192,34.9039,22.0,38.43672790214845
4722,Santa Barbara Channel,exact,H,34.25,-120.00097,9.0,53.57514474281964
4723,Muara Angke Mangrove Area,Muara,P,-6.25361,107.70611,11.0,35.62843278175426
4724,Concepción Bay,exact,H,-23.91667,14.5,7.0,46.331590084988285
4725,Qatar,exact,A,25.5,51.25,25.0,25.090722431957328
4726,South Pacific,exact,S,46.47215,-112.24029,9.0,20.123391694555362
4727,Ogun River,exact,L,6.62569,3.43869,5.0,15.53062704533818
4728,Amazon Rivers,exact,H,-0.16667,-49.0,5.0,158.33879252677306
4729,Northwest Germany,Northwest,L,59.89723,30.32512,24.0,45.24647901174269
4730,Alor,exact,P,6.07995,6.94559,5.0,67.87521139785925
4731,Skudai River,exact,H,33.81598,-89.74744,3.0,41.94014649564201
4732,Great Pacific Garbage Patch,Great River,H,18.44917,-77.99199,2.0,52.194348717644424
4733,SE Crete,Sé,A,22.19389,113.55103,9.0,34.44009262726786
4734,Riyadh,exact,P,24.68773,46.72185,26.0,30.64121908254823
4735,Arabian (Persian) Gulf,Arabia,L,25.0,45.0,26.0,74.96446417984129
4736,Mukojima Island,Muko Jima,T,27.68287,142.13827,8.0,41.03983087904224
4737,Israel,exact,A,31.5,34.75,22.0,23.70230999922678
4738,Black Sea,exact,H,43.4131,34.29708,23.0,19.01678233942623
4739,Beijiang River,exact,H,23.52083,120.13639,9.0,37.14753184983007
4740,Ordos,exact,P,39.6086,109.78157,9.0,26.99192863732646
4741,Salas y Gómez Island,Salas,P,43.4118,-6.26023,3.0,21.696577422230646
4742,Po,exact,P,11.16972,-1.145,3.0,53.35517529356126
4743,Presque Isle State Park Beach #,Presque,L,47.4166,-54.4982,3.0,9.274644221718134
4744,Adayar,exact,P,33.78255,68.85755,15.0,45.63606370533714
4745,Mauritius,exact,A,-20.3,57.58333,18.0,23.87460993706374
4746,Copenhagen,exact,P,55.67594,12.56553,24.0,19.99233016923688
4747,Goiana Estuary‘s water,Goiana,A,-7.56876,-35.00175,5.0,55.454147732385366
4748,Liao River,exact,H,40.68407,122.14896,9.0,36.020823166828905
4749,Sulawesi,exact,T,-2.13154,120.28888,11.0,47.21026758987787
4750,Lake Geneva,exact,H,45.89931,-95.32744,3.0,46.37949915769195
4751,Belarus,exact,A,53.0,28.0,24.0,64.78897125986285
4752,RAMSAR,exact,L,34.16063,73.67825,15.0,41.13300714151661
4753,River Congo,exact,H,-6.07746,12.42563,5.0,47.6979006203731
4754,Jedara,exact,P,-6.5924,110.671,11.0,21.5037040238021
4755,Lima,exact,P,-12.04318,-77.02824,13.0,72.16426237694048
4756,Labrador Sea,exact,H,57.0,-55.0,2.0,63.211082084103616
4757,Marshall Islands,exact,L,7.113,171.24,10.0,51.71166286119027
4758,North London,exact,L,51.58974,-0.08382,3.0,98.43758960735822
4759,Southwestern Tropical Atlantic,South Western,A,51.0,-3.16667,3.0,60.24350096392992
4760,West River,exact,H,40.45354,-89.90959,3.0,35.02720218685316
4761,Qinghai-Tibet Plateau,Plateau,A,7.16667,2.58333,5.0,38.18693868480857
4762,NE Baltic Sea,Ne,P,44.35559,9.38787,22.0,18.361094103086913
4763,Cox’s Bazar beach,Bāzār,P,33.33972,70.08096,15.0,42.7800943620265
4764,Tet River,exact,H,42.71278,2.97772,22.0,45.69903991466798
4765,Muara Kamal,exact,P,31.41229,68.71872,15.0,22.92448613078781
4766,Agassiz,exact,L,49.63349,-81.16643,3.0,28.26686108113472
4767,Long Island,exact,A,23.21667,-75.11167,3.0,50.63586749952558
4768,Batu Penganten Beach,Batu,P,-7.87,112.52833,11.0,41.26039550543662
4769,Panamá Province,exact,A,8.63333,98.41667,17.0,17.428433247793233
4770,Agua Amarga,exact,L,18.6648,-70.94005,3.0,49.86920314616498
4771,Patagonia,exact,L,-44.0,-68.0,7.0,68.38882046598631
4772,Portmán Bay,exact,H,11.4,92.66667,14.0,21.297294554550945
4773,Orontes River,exact,H,36.04781,35.96703,22.0,65.42948263990455
4774,Lake Ziway,exact,H,8.0,38.83333,17.0,66.60756184326407
4775,Xuliujing,exact,P,23.7635,102.366,9.0,32.32368365905406
4776,Jiulong River,Jiulong,P,41.207,121.62662,9.0,34.2514422709502
4777,Gulf Mannar,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
4778,South,exact,L,33.45876,-90.15081,3.0,32.7089856377989
4779,Ligurian Sea,exact,H,43.5,9.0,22.0,40.3289143518225
4780,Bohai,exact,P,28.03548,119.79378,9.0,59.12466439047356
4781,LA,exact,P,11.73022,104.48683,9.0,25.639453900351832
4782,Corfu,exact,P,39.62441,19.92016,22.0,38.58299630164382
4783,York River,exact,L,45.10013,-77.88281,3.0,53.60460277190468
4784,North China,exact,P,43.11978,-77.80556,3.0,48.976603310543446
4785,Ancol Beach,exact,T,-35.02019,117.3632,19.0,54.779154969233666
4786,Shahe River,exact,P,39.06841,-81.8143,3.0,55.089282365316016
4787,DCT,exact,S,22.1818,-75.7295,3.0,42.5327582911681
4788,Yueqing Bay,exact,H,28.10788,121.09083,9.0,59.20941622935374
4789,Archipelago Sea,exact,H,60.20209,20.96433,24.0,41.829042251637404
4790,Škocjan,exact,A,45.91972,15.30139,22.0,49.15253677865002
4791,Southern California,exact,L,34.68743,-116.78467,9.0,33.36682892646751
4792,Atlantic Marine Protected Areas,Atlantic,P,43.5827,-65.34141,3.0,15.746823059337036
4793,Malta,exact,A,35.91667,14.43333,22.0,46.721000963050535
4794,Salish Sea,exact,H,48.29416,-123.08533,9.0,38.22486039185401
4795,Lower Lake Balma,exact,H,44.15016,-64.96549,3.0,53.706003176865245
4796,Internal Area,Internat,P,55.3632,50.6922,3.0,19.453263837743837
4797,Ushuaia Bay,Ushuaia,P,-54.81084,-68.31591,20.0,36.536023780540205
4798,Desembocadura,exact,P,9.15056,-69.87778,5.0,56.8159577119427
4799,Negros Oriental,exact,A,9.75,123.0,27.0,61.460793201264664
4800,Vis Island,exact,T,-17.6056,177.43404,12.0,13.66674215401954
4801,Pacific Trash Vortex’,Pacific,L,54.76638,-128.25349,9.0,33.60152331185633
4802,Karamana river,exact,H,25.51825,83.87935,15.0,38.12380974022511
4803,Yongfeng River,Yongfeng,P,27.45493,112.16943,9.0,32.9939773108231
4804,Côte d'Ivoire,exact,A,8.0,-5.5,5.0,55.597463322279445
4805,Poompuhar beach,Poompuhar,A,8.58008,81.20319,17.0,33.83072166529434
4806,Perachora Peninsula,Perachora,P,38.03021,22.94902,22.0,65.31144573675697
4807,Xinglong,exact,L,30.315,87.9815,15.0,50.55057696489328
4808,Magdalena bay,exact,H,79.5687,11.01004,21.0,12.501608918468328
4809,Saint John River,exact,H,5.92307,-10.07077,5.0,66.84665124259791
4810,Yasawa Islands,exact,T,-16.79358,177.50689,12.0,32.65285786720151
4811,Dahican,exact,P,14.2873,122.6241,9.0,27.16672367803238
4812,Haida Gwaii's,exact,T,53.00403,-132.03425,8.0,63.257341509358156
4813,Karlovac,exact,P,45.49167,15.55,22.0,4.0057268932493315
4814,Kumamoto,exact,P,32.80589,130.69181,9.0,38.46271833542802
4815,Tyuleniy Island,exact,T,-66.55439,92.94767,20.0,20.729329975952325
4816,Northern Hemisphere Indian Ocean,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
4817,km,exact,P,36.16015,51.72016,15.0,42.62639998018908
4818,Raoul,exact,P,34.44954,-83.59434,3.0,10.30857331224839
4819,Laysan,exact,T,25.77083,-171.7375,8.0,38.38993491578875
4820,Baltimore,exact,P,39.29038,-76.61219,3.0,25.223663457298223
4821,Karşıyaka,exact,P,41.77295,32.70508,23.0,34.808410252114335
4822,Quarry beach,exact,T,-33.1235,151.64571,13.0,44.000021383899586
4823,North Pacific Transition Zone Chlorophyll,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
4824,Big Pine Key,exact,T,24.69264,-81.37258,2.0,24.996185990311186
4825,Munnar,exact,P,10.08818,77.06239,15.0,66.25033360251422
4826,Pearl Hermes Reef,exact,T,27.8282,-175.82953,8.0,48.83683692496048
4827,TS,exact,A,45.713,13.76116,22.0,31.203833382085545
4828,Cheras,exact,P,3.108,101.726,11.0,50.29283261794298
4829,"Qingyuan county, Guangdong province",Qingyuan,P,23.7,113.03333,9.0,52.49468277089615
4830,Sugod,exact,P,12.987,124.0805,9.0,70.72776275320392
4831,Ufa,exact,P,54.74306,55.96779,3.0,40.464977390433916
4832,Tukad Penet,exact,H,-8.63726,115.09914,11.0,46.6438252257534
4833,Lima River,exact,H,6.99972,124.87861,11.0,69.53768591681553
4834,Fort McHenry Channel,exact,H,39.24372,-76.55608,3.0,28.90188179700925
4835,Bering,exact,L,-0.22817,100.24985,17.0,144.12980574106538
4836,Oman Sea,Oman,A,21.0,57.0,15.0,76.00053114472006
4837,Mazandaran,exact,L,36.0,52.0,15.0,71.42360692649342
4838,Neuchâtel,exact,P,39.56805,-96.20195,3.0,26.65687976752006
4839,Michigan,exact,A,44.25029,-85.50033,3.0,27.766497519928652
4840,Kattegat Sea,Kattegat,H,56.93191,11.44252,24.0,48.15411336939483
4841,"Tanjung Piai,",exact,T,1.2632,103.5126,11.0,26.368185309488812
4842,KwaZulu-Natal,exact,A,-29.0,30.0,19.0,73.78432240784859
4843,Warrnambool,exact,A,-38.37819,142.52165,19.0,13.675277303747206
4844,New South Wales,exact,A,-33.0,146.0,19.0,72.47664160972376
4845,North Frisian Islands,exact,T,54.66112,8.44299,3.0,18.288550279869654
4846,S'Ena Arrubia,Arrubial,P,42.94843,-7.28588,3.0,52.84179345739134
4847,Gowa Regency,exact,S,28.641,77.2131,15.0,32.10564815274002
4848,Mäerl,exact,S,48.24824,12.92384,3.0,41.996951425786634
4849,West Dongting Lake,West,L,51.52604,-131.16073,8.0,23.65557562248955
4850,South Aegean Region,South,L,33.45876,-90.15081,3.0,32.7089856377989
4851,Gaskiers,exact,P,46.8666,-53.61482,3.0,41.69441777450008
4852,Molise,exact,A,41.66667,14.5,22.0,18.532858423848918
4853,Fraserganj,exact,T,21.61722,88.2675,15.0,27.34988056608985
4854,Malabar,exact,P,-7.22389,107.58444,11.0,32.083110858096454
4855,Newfoundland,exact,L,15.37975,-61.27551,2.0,27.526956144355196
4856,Sri Racha Bay,Samarinda,P,-0.49167,117.14583,11.0,118.83427611992711
4857,Arvand River,exact,H,-17.91667,127.88333,19.0,61.60638919035267
4858,Inner Gulf Thailand,Neemrana,P,27.99193,76.38543,15.0,55.85000473200284
4859,Cananeia,exact,A,-24.98104,-48.00093,7.0,73.49331388653097
4860,North Viet Nam,exact,A,21.03333,105.85,9.0,63.30929290931218
4861,Metro Manila,exact,A,14.57775,121.04599,9.0,49.62585423429512
4862,Guamá Rivers,exact,H,-1.48565,-48.49806,5.0,1.6101530110949986
4863,Lithuania,exact,A,55.41667,24.0,24.0,32.85752988531655
4864,Ría,exact,P,42.61667,2.4,22.0,15.342287716301348
4865,Belgium,exact,A,50.75,4.5,3.0,27.798731661139367
4866,Kaikoura,exact,A,-42.33333,173.5,13.0,18.532858423848918
4867,Iligan City,exact,P,8.25,124.4,11.0,29.896310630906843
4868,Milwaukee,exact,P,43.0389,-87.90647,3.0,60.92501948760789
4869,Itacoatiara,exact,P,-3.14306,-58.44417,5.0,40.17087804336475
4870,Atlantic Ocean,exact,H,-45.0,-15.0,6.0,67.99327454135923
4871,Saudi Red Sea,Saudi,P,28.06703,83.33765,15.0,50.70081185545201
4872,Dimon Lake,exact,H,45.95403,-60.12695,3.0,58.20065357345403
4873,GCC,exact,S,44.34887,-105.53972,9.0,17.09835307508154
4874,Vladivostok,exact,P,43.10562,131.87353,9.0,53.260773024424225
4875,Periyar River,exact,H,10.19178,76.18469,15.0,48.62323277410849
4876,Kavvayi,exact,P,12.09155,75.18345,15.0,56.96941153065846
4877,Veracruz State,Veracruz,P,19.18095,-96.1429,3.0,51.598078857156
4878,Oglio River,exact,H,45.03333,10.65,22.0,53.20255079449039
4879,Mariana Trench,exact,U,15.175,147.505,8.0,36.14232844482024
4880,Cimandiri River,Cimandiri,P,-6.8566,106.1713,11.0,53.75968921446514
4881,Chao Phraya River Estuary,Chao,P,41.62125,42.29448,23.0,21.775526758315564
4882,Cornwall,exact,A,18.4893,-77.81016,2.0,32.72864429848942
4883,St. Martin's Island,exact,T,52.24281,-98.05632,3.0,41.534571254420335
4884,Northwest Territories,exact,A,69.50061,-121.50445,21.0,0.18608837611381351
4885,Cleveland,exact,P,41.4995,-81.69541,3.0,16.27391406536766
4886,Chesapeake Bay,exact,H,37.96186,-76.17834,3.0,58.631718737198256
4887,Greater Melbourne,Greåker,P,59.26598,11.03497,3.0,37.02253263185989
4888,Kepez,exact,P,36.5036,33.76764,22.0,23.925734232636774
4889,Dongting,exact,P,25.52815,117.19119,9.0,31.147109728710078
4890,Puebla City,exact,P,19.03793,-98.20346,1.0,60.072810695535225
4891,Lagrange,exact,P,41.23728,-82.11987,3.0,43.12361099051587
4892,Amanzimtoti,exact,P,-30.05219,30.88527,19.0,62.03402713097684
4893,Hillsborough River,exact,H,28.27223,-82.09786,3.0,46.787153404150615
4894,Nanjishan Wetland,Nanjishan,P,31.21884,120.9616,9.0,53.837120588438495
4895,Gulf Carpentaria,exact,H,-14.0,139.0,13.0,77.426351271077
4896,Cetacean Critical Habitats,Habitat,S,39.908,3.0841,10.0,36.896799354522166
4897,mountain river,exact,P,-42.94888,147.13341,19.0,58.20687341018509
4898,England,exact,L,53.0,-2.0,3.0,64.78897125986282
4899,Newfoundland Labrador,exact,A,52.0,-56.0,3.0,65.18892619231144
4900,Jiangsu,exact,A,33.0,119.83333,9.0,63.65416995929447
4901,Swat River,exact,H,34.12058,71.71186,15.0,46.460690272438626
4902,L. Iseo,Iseo,P,45.65883,10.05024,22.0,39.20673479127406
4903,Migliarino,exact,P,44.76993,11.93304,22.0,45.551637316048904
4904,Celtic Sea,exact,H,50.0,-9.0,2.0,65.9917967408065
4905,MAB,exact,S,-5.36859,-49.13802,5.0,42.65059048224473
4906,Nanxun Reef,exact,H,-54.26667,-36.15,20.0,34.450221400192426
4907,Santa María del Mar,exact,P,-12.40022,-76.77469,13.0,31.822654975430886
4908,Adelaide Island,exact,T,51.50008,-55.48125,3.0,1.2979131422847414
4909,Labuan Bajo,exact,P,-8.4964,119.8877,10.0,42.638821408473966
4910,Waitemata Harbour,exact,H,-36.8282,174.74019,13.0,42.317823688224415
4911,Talo Kapo Beach,Talo,L,21.61283,74.20277,15.0,33.20057170402398
4912,Massaciuccoli,exact,P,43.83555,10.35972,22.0,38.980177749876844
4913,Gulf Honduras,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
4914,Nusa Penida,exact,T,-8.7346,115.5378,11.0,26.415271723051063
4915,Seine,exact,H,49.44469,0.38177,3.0,81.03194835162404
4916,Azores Archipelago,Azores,A,37.80847,-25.47466,2.0,34.37276397090126
4917,Cilacap,exact,P,-7.72639,109.00944,11.0,59.64001629275166
4918,Dongtai,exact,P,32.85231,120.30947,9.0,43.04300440155857
4919,Xiannü Lakes,Xiannü,P,32.42806,119.56048,9.0,9.807425019465413
4920,Ulua,exact,P,18.05,-93.61667,3.0,51.53178054265152
4921,Sarawak State,Sarawak,A,2.5,113.5,11.0,0.0
4922,Espírito Santo,exact,A,-20.0,-40.75,7.0,61.41063199859255
4923,Carrier Bay,exact,H,57.47169,-97.6905,3.0,11.81298275345529
4924,north-eastern Aegean Sea,North Eastern Province,A,1.0,40.25,17.0,62.15685599977858
4925,Anzali Wetland,Andali,P,39.01281,16.76926,22.0,58.9252322606983
4926,"Svolvær, Lofoten",exact,P,68.23568,14.56615,21.0,29.515858331745005
4927,Fars Province,exact,A,29.0,53.0,25.0,73.78432240784859
4928,Edinburgh,exact,P,55.95206,-3.19648,3.0,53.73986215477377
4929,Jubail,exact,P,27.0174,49.62251,25.0,55.012045140576234
4930,Bay Marseille,Bay,A,3.0,43.5,17.0,55.59746332227936
4931,Bay Bengal,Bay,A,3.0,43.5,17.0,55.59746332227936
4932,Dongting Lake,exact,H,29.2928,112.98946,9.0,52.71879828597366
4933,Sidi Youssef,exact,P,29.41,-10.13,3.0,37.195716369007734
4934,Papahānaumokuākea Marine National Monument,exact,L,25.41667,-170.58333,8.0,12.483936591076477
4935,Sunda Straits,exact,H,-6.04129,105.67771,11.0,54.657568687958154
4936,Eleko,exact,P,8.34288,4.47962,5.0,17.614178411237464
4937,North East Pacific Ocean,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
4938,Southern Baltic's,Southern,A,22.24112,114.20769,9.0,41.61822993028382
4939,Western Cape,exact,A,-34.0,20.0,7.0,72.13197993110695
4940,Odisha,exact,A,20.5,84.41667,15.0,8.679085676656282
4941,Taipu River,exact,H,-34.98333,173.46667,13.0,53.83005941971447
