,Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
4283,Muara Angke Wildlife Reserve,Muara,P,-6.25361,107.70611,11.0,35.62843278175426
4284,Eastern Indian Ocean Basin,Eastern,A,19.31667,-81.13333,2.0,43.52406827164897
4285,East Kalimantan,exact,A,0.5,116.5,11.0,111.19492664455876
4286,Ruihong Town,Ruihong,P,28.7303,116.4049,9.0,27.238824900206108
4287,Sodenohama beach,Beach,P,31.43993,-82.50375,3.0,6.688940803467037
4288,East Africa,East,A,28.66242,77.29122,15.0,27.23550487507965
4289,Harwell,exact,P,53.41667,-0.96667,3.0,36.505205262977
4290,Northern Indian Ocean,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
4291,Changjiang River,Changjiang,P,26.58907,113.69437,9.0,21.723751148697925
4292,Archipelago,exact,L,5.26667,-59.01667,5.0,59.4652992680067
4293,Cabo Frio,exact,P,-22.88717,-42.02622,7.0,64.92833934004568
4294,Sand Island,exact,T,18.21235,-63.11843,2.0,51.42667270000851
4295,Karimunjawa,exact,P,-5.86667,110.43333,11.0,41.43382760818889
4296,Antalya Bay,exact,H,36.02354,35.87278,22.0,62.64150926811208
4297,São Paulo,exact,P,-23.5475,-46.63611,7.0,14.848134100645657
4298,Pantanal,exact,L,18.51667,-68.41667,3.0,8.98000979623098
4299,Cape Foulweather,exact,T,44.77233,-124.07564,8.0,45.215056959045874
4300,Ofanto river,exact,H,41.36019,16.19908,22.0,29.513943172739538
4301,South China,exact,P,44.39562,-69.57115,3.0,12.9077760632794
4302,Pescadores,exact,L,-17.00915,-72.10159,13.0,69.0571171747121
4303,Groote Eylandt,exact,T,-13.96472,136.59336,13.0,52.64930550627933
4304,Molokai,exact,T,21.13831,-157.01248,8.0,64.55809086034037
4305,Kure Atoll,exact,T,28.39344,-178.2924,8.0,23.5023675129275
4306,Eastern Indonesia,Eastern,A,19.31667,-81.13333,2.0,43.52406827164897
4307,Raudefjorden,exact,H,60.27167,5.17389,3.0,31.075617479619858
4308,Jeneponto Regency,exact,A,-5.63333,119.71667,11.0,28.192027316659807
4309,Huiquan Bay,exact,H,36.05299,120.33554,9.0,51.84545308655759
4310,Cape Coast,exact,P,5.10535,-1.2466,5.0,52.08523929929027
4311,Paris,exact,P,48.85341,2.3488,3.0,40.83537088509101
4312,Vellar estuary,Vellār,P,11.89381,77.96976,15.0,67.33399502333732
4313,Juhu,exact,P,19.10259,72.82425,15.0,55.77348312710387
4314,Indonesia Sea,Indonesia,A,-5.0,120.0,11.0,78.46180953138773
4315,Elbe river,exact,H,39.71595,-75.51214,3.0,24.035055380211812
4316,Tom River,exact,P,39.95373,-74.19792,11.0,26.249116217870156
4317,Pulau Panjang,exact,T,-2.97486,132.24157,11.0,60.099326864955245
4318,North South America,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
4319,South Pacific Sub-tropical Gyre,South,L,33.45876,-90.15081,3.0,32.7089856377989
4320,Costa Azul,exact,P,-34.62925,-54.15307,7.0,34.8672744516859
4321,Tampico beach,Tampico,P,22.28519,-97.87777,3.0,45.59569879593027
4322,Adelie Cove,exact,H,-74.76667,164.0,20.0,33.11053760953413
4323,Mkomani,exact,L,-3.7437,39.79509,17.0,42.50500386664561
4324,Toronto Harbour,exact,H,43.63341,-79.3663,3.0,18.33301951404676
4325,Pensacola Beach,exact,P,30.33353,-87.13747,3.0,39.38430636155998
4326,Easter Island Ecoregion,Easter,P,34.64562,-102.39687,3.0,18.744250204374023
4327,Holothuria atra,Atra,P,58.12306,26.30472,24.0,43.438125927716506
4328,Larache,exact,P,35.19321,-6.15572,3.0,46.24669897931234
4329,Latin America,Latin,P,45.10604,15.35433,22.0,45.26356939165528
4330,Ebro River,exact,H,40.73024,0.86985,22.0,59.03015390733904
